section,section_heading,commodity,ppm,expiration_note,row_type
180.452,§ 180.452 Primisulfuron-methyl; tolerances for residues.,"Sheep, meat",0.10,,tolerance
180.452,§ 180.452 Primisulfuron-methyl; tolerances for residues.,"Sheep, meat byproducts",0.10,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Cattle, fat",0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Cattle, meat",0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Cattle, meat byproducts",0.05,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Corn, field, forage",0.1,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Corn, field, grain",0.1,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Corn, field, stover",0.1,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Corn, pop, grain",0.1,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Corn, pop, stover",0.1,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Corn, sweet, forage",0.1,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Corn, sweet, kernel plus cob with husks removed",0.1,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Corn, sweet, stover",0.1,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Goat, fat",0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Goat, meat",0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Goat, meat byproducts",0.05,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Grass, forage",9.0,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Grass, hay",25.0,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Horse, fat",0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Horse, meat",0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Horse, meat byproducts",0.05,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,Milk,0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Sheep, fat",0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Sheep, meat",0.01,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Sheep, meat byproducts",0.05,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Sorghum, grain, forage",0.3,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Sorghum, grain, grain",0.8,,tolerance
180.454,§ 180.454 Nicosulfuron; tolerances for residues.,"Sorghum, grain, stover",0.05,,tolerance
180.455,§ 180.455 Procymidone; tolerances for residues.,"Grape, wine",5.0,,tolerance
180.457,§ 180.457 Bitertanol; tolerances for residues.,Banana 1,0.5,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Alfalfa, forage",6.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Alfalfa, hay",10,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Almond, hulls",0.20,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Artichoke, globe",1.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Berry, low growing, subgroup 13-07G, except cranberry",3.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Beet, sugar, molasses",1.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Beet, sugar, roots",0.20,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Beet, sugar, tops",1.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Brassica, leafy, greens, subgroup 4-16B",3.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Bushberry subgroup 13-07B,0.20,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Caneberry subgroup 13-07A,0.30,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Canola, meal",1.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Cattle, fat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Cattle, meat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Cattle, meat byproducts",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Clover, forage",10.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Clover, hay",20.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Corn, field, forage",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Corn, field, grain",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Corn, field, stover",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Cotton, meal",2.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Cottonseed subgroup 20C,1.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Cranberry,0.50,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Egg,0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Flax, meal",1.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Flax, seed",0.6,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Fruit, pome, group 11-10",0.20,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Fruit, stone, group 12-12",0.20,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Goat, fat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Goat, meat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Goat, meat byproducts",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Herb subgroup 19A,12.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Hog, fat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Hog, meat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Hog, meat byproducts",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Hop, dried cones",0.5,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Horse, fat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Horse, meat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Horse, meat byproducts",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Kohlrabi 1,3.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Leaf petiole vegetable subgroup 22B,0.60,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Leafy greens subgroup 4-16A,2.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Melon subgroup 9A,2.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Milk,0.05,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Nut, tree, group 14-12",0.20,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Okra,1.5,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Onion, bulb, subgroup 3-07A",0.50,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Onion, green, subgroup 3-07B",2.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Peanut,3.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Peanut, hay",3.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Peanut, meal",5.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Peppermint, tops",5.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Potato, granules/flakes",2.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Poultry, fat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Poultry, meat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Poultry, meat byproducts",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Radish, tops",0.70,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Rapeseed subgroup 20A, except flax seed",0.50,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Safflower, meal",10.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Sheep, fat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Sheep, meat",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Sheep, meat byproducts",0.2,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Soybean,10.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Spearmint, tops",5.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Squash/cucumber subgroup 9B,0.50,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Stalk and stem vegetable subgroup 22A,1.7,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Stevia, dried leaves",12,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Sunflower, meal",10.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,Sunflower subgroup 20B,5.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Vegetable, brassica, head and stem, group 5-16",3.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Vegetable, fruiting, group 8-10, except okra",1.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Vegetable, legume, group 6, except soybean",3.5,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Vegetable, root, except sugar beet, subgroup 1B",1.0,,tolerance
180.458,§ 180.458 Clethodim; tolerances for residues.,"Vegetable, tuberous and corm, subgroup 1C",1.0,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Barley, grain",0.02,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Barley, straw",2.0,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Cattle, fat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Cattle, kidney",0.5,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Cattle, meat byproducts, except kidney",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Cattle, meat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Goat, fat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Goat, kidney",0.5,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Goat, meat byproducts, except kidney",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Goat, meat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Grass, forage",7.0,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Grass, hay",2.0,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Hog, fat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Hog, kidney",0.5,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Hog, meat byproducts",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Hog, meat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Horse, fat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Horse, kidney",0.5,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Horse, meat byproducts, except kidney",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Horse, meat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,Milk,0.02,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Sheep, fat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Sheep, kidney",0.5,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Sheep, meat byproducts, except kidney",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Sheep, meat",0.1,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Wheat, forage",5.0,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Wheat, grain",0.02,,tolerance
180.459,§ 180.459 Triasulfuron; tolerances for residues.,"Wheat, straw",2.0,,tolerance
180.460,§ 180.460 Benoxacor; tolerances for residues.,"Corn, field forage",0.01,,tolerance
180.460,§ 180.460 Benoxacor; tolerances for residues.,"Corn, field, grain",0.01,,tolerance
180.460,§ 180.460 Benoxacor; tolerances for residues.,"Corn, field, stover",0.01,,tolerance
180.460,§ 180.460 Benoxacor; tolerances for residues.,"Corn, pop, grain",0.01,,tolerance
180.460,§ 180.460 Benoxacor; tolerances for residues.,"Corn, pop, stover",0.01,,tolerance
180.460,§ 180.460 Benoxacor; tolerances for residues.,"Corn, sweet, forage",0.01,,tolerance
180.460,§ 180.460 Benoxacor; tolerances for residues.,"Corn, sweet, kernel plus cob with husks removed",0.01,,tolerance
180.460,§ 180.460 Benoxacor; tolerances for residues.,"Corn, sweet, stover",0.01,,tolerance
180.461,§ 180.461 Cadusafos; tolerances for residues.,Banana,0.01,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Chickpea, seed",0.1,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,Collards,0.03,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Corn, field, forage",0.03,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Corn, field, stover",0.03,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Corn, pop, stover",0.03,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,Field corn subgroup 15-22C,0.03,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,Kohlrabi,0.03,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Lentil, dry, seed",0.4,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Mint, dried leaves",30,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Mint, fresh leaves",6,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Pea, field, forage",2,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Pea, field, hay",5,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,Peanut,0.03,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,Rapeseed subgroup 20A,0.05,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Soybean, forage",0.4,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Soybean, hay",0.8,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Soybean, seed",0.05,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Vegetable, brassica, head and stem, group 5-16",0.03,,tolerance
180.462,§ 180.462 Pyridate; tolerances for residues.,"Vegetable, legume, pulse, pea, dried shelled, subgroup 6-22F",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,Asparagus,0.08,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Barley, grain 1",2,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Berry, low growing, except strawberry, subgroup 13-07H",1.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,Bushberry subgroup 13-07B,0.08,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,Caneberry subgroup 13-07A,0.08,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Cattle, fat",0.7,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Cattle, meat",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Cattle, meat byproducts",1.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,Egg,0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Goat, fat",0.7,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Goat, meat",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Goat, meat byproducts",1.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Grain, aspirated fractions 2",1200,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Grass, forage",150,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Grass, hay",130,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Hog, fat 2",0.7,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Hog, fat",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Hog, meat",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Hog, meat byproducts 2",1.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Hog, meat byproducts",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Horse, fat",0.7,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Horse, meat",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Horse, meat byproducts",1.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,Milk,0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Poultry, fat",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Poultry, meat",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Poultry, meat byproducts 2",0.1,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Poultry, meat byproducts",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,Rhubarb,0.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Rice, bran",30,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Rice, grain",10,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Sheep, fat",0.7,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Sheep, meat",0.05,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Sheep, meat byproducts",1.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Sorghum, grain, forage",3,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Sorghum, grain, grain",6,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Sorghum, grain, stover",1,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Wheat, forage",1,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Wheat, germ",0.75,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Wheat, grain",0.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Wheat, hay",0.5,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Wheat, straw",0.1,,tolerance
180.463,§ 180.463 Quinclorac; tolerances for residues.,"Rapeseed, subgroup 20A 1",1.5,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Bean, dry, seed",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Beet, garden, roots",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Beet, garden, tops",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Beet, sugar, dried pulp",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Beet, sugar, molasses",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Beet, sugar, roots",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Beet, sugar, tops",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, field, forage",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, field, grain",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, field, stover",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, pop, forage",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, pop, grain",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, pop, stover",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, sweet, forage",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, sweet, kernel plus cob with husks removed",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Corn, sweet, stover",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Cotton, gin byproducts",1.5,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,Cottonseed subgroup 20C,0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,Garlic,0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Grass, forage",0.15,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Grass, hay",2.5,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Grass, seed screenings",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Grass, straw",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Hop, dried cones",0.05,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,Horseradish,0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,Leek,0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Onion, bulb",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Onion, green",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Onion, Welsh",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,Peanut,0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Peanut, hay",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Radish, roots",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Radish, tops",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Rutabaga, roots",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Rutabaga, tops",0.1,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Shallot, bulb",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Shallot, fresh leaves",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Sorghum, grain, forage",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Sorghum, grain, grain",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Sorghum, grain, stover",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Soybean, seed",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Turnip, greens",0.1,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Turnip, roots",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Turnip, tops",0.1,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Vegetable, tuberous and corm, subgroup 1C",0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,Pumpkin,0.01,,tolerance
180.464,§ 180.464 Dimethenamid; tolerances for residues.,"Squash, winter",0.01,,tolerance
180.465,§ 180.465 4-(Dichloroacetyl)-1-oxa-4-azaspiro[4.5]decane.,"Corn, field, forage",0.005,,tolerance
180.465,§ 180.465 4-(Dichloroacetyl)-1-oxa-4-azaspiro[4.5]decane.,"Corn, field, grain",0.005,,tolerance
180.465,§ 180.465 4-(Dichloroacetyl)-1-oxa-4-azaspiro[4.5]decane.,"Corn, field, stover",0.005,,tolerance
180.465,§ 180.465 4-(Dichloroacetyl)-1-oxa-4-azaspiro[4.5]decane.,"Corn, pop, grain",0.005,,tolerance
180.465,§ 180.465 4-(Dichloroacetyl)-1-oxa-4-azaspiro[4.5]decane.,"Corn, pop, stover",0.005,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Acerola,3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Almond, hulls",4.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Atemoya,1.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Avocado,1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Barley, grain",0.04,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Barley, hay",3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Barley, straw",2.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Berry, low growing, subgroup 13-07G",2.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Biriba,1.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Brassica, head and stem, subgroup 5A",3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Bushberry subgroup 13-07B,3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Caneberry subgroup 13-07A,12,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Canistel,1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Cattle, fat",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Cattle, meat byproducts",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Cattle, meat",0.1,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Cherimoya,1.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Cherry, sweet",5.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Cherry, tart",5.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Citrus, dried pulp",4.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Citrus, oil",75,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Cotton, refined oil",3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Cotton, undelinted seed",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Custard apple,1.5,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Egg,0.05,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,Feijoa,3.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Fruit, citrus, group 10-10",2.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Fruit, pome, group 11-10",5.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Fruit, small vine climbing, except fuzzy kiwifruit, subgroup 13-07F",5.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Fruit, stone, crop group 12, except cherry",1.4,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Goat, fat",1.0,,tolerance
180.466,§ 180.466 Fenpropathrin; tolerances for residues.,"Goat, meat byproducts",0.1,,tolerance
